"","name","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute"
"3765","Klay Thompson","Golden State Warriors","1/29/17",2016,1,7,45,"made shot","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",-97,232,5
"3766","Klay Thompson","Golden State Warriors","1/29/17",2016,4,0,37,"made shot","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",213,120,48
"3767","Klay Thompson","Golden State Warriors","1/29/17",2016,2,7,46,"made shot","Jump Shot","2PT Field Goal",19,"Portland Trail Blazers",50,188,17
"3768","Klay Thompson","Golden State Warriors","1/29/17",2016,2,8,41,"missed shot","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",4,252,16
"3769","Klay Thompson","Golden State Warriors","1/29/17",2016,3,11,44,"made shot","Jump Shot","2PT Field Goal",15,"Portland Trail Blazers",115,101,25
"3770","Klay Thompson","Golden State Warriors","1/29/17",2016,2,11,39,"missed shot","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",233,11,13
"3771","Klay Thompson","Golden State Warriors","1/29/17",2016,2,10,26,"missed shot","Jump Shot","2PT Field Goal",21,"Portland Trail Blazers",213,51,14
"3772","Klay Thompson","Golden State Warriors","1/29/17",2016,1,4,36,"missed shot","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",222,131,8
"3773","Klay Thompson","Golden State Warriors","3/6/17",2016,3,3,22,"missed shot","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",218,139,33
"3774","Klay Thompson","Golden State Warriors","3/6/17",2016,4,1,30,"missed shot","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",228,115,47
"3775","Klay Thompson","Golden State Warriors","3/6/17",2016,3,3,55,"missed shot","Jump Shot","3PT Field Goal",26,"Atlanta Hawks",46,257,33
"3776","Klay Thompson","Golden State Warriors","3/6/17",2016,3,4,28,"made shot","Jump Shot","2PT Field Goal",19,"Atlanta Hawks",179,80,32
"3777","Klay Thompson","Golden State Warriors","3/6/17",2016,1,8,17,"missed shot","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",-232,115,4
"3778","Klay Thompson","Golden State Warriors","3/29/17",2016,2,0,3,"missed shot","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",235,8,24
"3779","Klay Thompson","Golden State Warriors","3/29/17",2016,3,9,25,"missed shot","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",-233,41,27
"3780","Klay Thompson","Golden State Warriors","3/29/17",2016,2,5,13,"made shot","Jump Shot","2PT Field Goal",17,"San Antonio Spurs",87,154,19
"3781","Klay Thompson","Golden State Warriors","3/29/17",2016,4,1,30,"missed shot","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",-235,-11,47
"3782","Klay Thompson","Golden State Warriors","3/29/17",2016,3,10,40,"made shot","Jump Shot","3PT Field Goal",24,"San Antonio Spurs",200,149,26
"3783","Klay Thompson","Golden State Warriors","3/29/17",2016,2,10,37,"made shot","Jump Shot","2PT Field Goal",19,"San Antonio Spurs",179,85,14
"3784","Klay Thompson","Golden State Warriors","3/29/17",2016,2,6,20,"made shot","Jump Shot","3PT Field Goal",24,"San Antonio Spurs",238,31,18
"3785","Klay Thompson","Golden State Warriors","3/29/17",2016,1,6,50,"missed shot","Jump Shot","3PT Field Goal",24,"San Antonio Spurs",-209,129,6
"3786","Klay Thompson","Golden State Warriors","3/29/17",2016,4,7,53,"made shot","Jump Shot","3PT Field Goal",24,"San Antonio Spurs",166,183,41
"3787","Klay Thompson","Golden State Warriors","3/29/17",2016,1,10,46,"missed shot","Jump Shot","3PT Field Goal",26,"San Antonio Spurs",-2,264,2
"3788","Klay Thompson","Golden State Warriors","3/29/17",2016,2,1,10,"made shot","Jump Shot","3PT Field Goal",29,"San Antonio Spurs",212,200,23
"3789","Klay Thompson","Golden State Warriors","2/4/17",2016,3,9,57,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",227,106,27
"3790","Klay Thompson","Golden State Warriors","2/4/17",2016,1,3,5,"missed shot","Jump Shot","2PT Field Goal",15,"Sacramento Kings",-34,156,9
"3791","Klay Thompson","Golden State Warriors","2/4/17",2016,4,11,46,"missed shot","Jump Shot","2PT Field Goal",22,"Sacramento Kings",-137,178,37
"3792","Klay Thompson","Golden State Warriors","2/4/17",2016,1,10,20,"missed shot","Jump Shot","2PT Field Goal",13,"Sacramento Kings",119,61,2
"3793","Klay Thompson","Golden State Warriors","2/4/17",2016,1,5,25,"made shot","Jump Shot","3PT Field Goal",23,"Sacramento Kings",-232,33,7
"3794","Klay Thompson","Golden State Warriors","2/4/17",2016,2,10,15,"made shot","Jump Shot","2PT Field Goal",19,"Sacramento Kings",78,174,14
"3795","Klay Thompson","Golden State Warriors","2/4/17",2016,1,4,57,"missed shot","Jump Shot","2PT Field Goal",4,"Sacramento Kings",-37,18,8
"3796","Klay Thompson","Golden State Warriors","2/4/17",2016,3,2,50,"made shot","Jump Shot","3PT Field Goal",24,"Sacramento Kings",218,111,34
"3797","Klay Thompson","Golden State Warriors","2/4/17",2016,3,6,18,"made shot","Jump Shot","3PT Field Goal",23,"Sacramento Kings",-232,16,30
"3798","Klay Thompson","Golden State Warriors","2/4/17",2016,2,2,5,"made shot","Jump Shot","3PT Field Goal",22,"Sacramento Kings",-228,7,22
"3799","Klay Thompson","Golden State Warriors","2/4/17",2016,4,0,0,"missed shot","Jump Shot","2PT Field Goal",20,"Sacramento Kings",-169,111,48
"3800","Klay Thompson","Golden State Warriors","2/4/17",2016,2,7,20,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",63,247,17
"3801","Klay Thompson","Golden State Warriors","2/4/17",2016,2,8,25,"missed shot","Jump Shot","2PT Field Goal",10,"Sacramento Kings",17,106,16
"3802","Klay Thompson","Golden State Warriors","2/4/17",2016,4,3,4,"missed shot","Jump Shot","2PT Field Goal",18,"Sacramento Kings",46,180,45
"3803","Klay Thompson","Golden State Warriors","2/4/17",2016,1,6,55,"missed shot","Jump Shot","3PT Field Goal",23,"Sacramento Kings",-233,16,6
"3804","Klay Thompson","Golden State Warriors","2/4/17",2016,3,10,55,"missed shot","Jump Shot","3PT Field Goal",23,"Sacramento Kings",238,16,26
"3805","Klay Thompson","Golden State Warriors","2/4/17",2016,3,1,27,"missed shot","Jump Shot","3PT Field Goal",23,"Sacramento Kings",236,-1,35
"3806","Klay Thompson","Golden State Warriors","2/15/17",2016,2,1,20,"missed shot","Jump Shot","2PT Field Goal",18,"Sacramento Kings",123,144,23
"3807","Klay Thompson","Golden State Warriors","2/15/17",2016,4,9,18,"made shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-16,257,39
"3808","Klay Thompson","Golden State Warriors","2/15/17",2016,3,11,43,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-228,105,25
"3809","Klay Thompson","Golden State Warriors","2/15/17",2016,1,8,58,"made shot","Jump Shot","2PT Field Goal",18,"Sacramento Kings",12,188,4
"3810","Klay Thompson","Golden State Warriors","2/15/17",2016,2,11,22,"made shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",227,111,13
"3811","Klay Thompson","Golden State Warriors","2/15/17",2016,2,6,48,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-115,232,18
"3812","Klay Thompson","Golden State Warriors","2/15/17",2016,2,9,32,"missed shot","Jump Shot","3PT Field Goal",24,"Sacramento Kings",87,232,15
"3813","Klay Thompson","Golden State Warriors","2/15/17",2016,3,8,24,"made shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-204,149,28
"3814","Klay Thompson","Golden State Warriors","2/15/17",2016,2,1,56,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-106,228,23
"3815","Klay Thompson","Golden State Warriors","2/15/17",2016,3,5,6,"made shot","Jump Shot","3PT Field Goal",30,"Sacramento Kings",-147,264,31
"3816","Klay Thompson","Golden State Warriors","2/10/17",2016,4,7,16,"missed shot","Jump Shot","3PT Field Goal",24,"Memphis Grizzlies",112,223,41
"3817","Klay Thompson","Golden State Warriors","2/10/17",2016,3,3,53,"made shot","Jump Shot","3PT Field Goal",27,"Memphis Grizzlies",181,213,33
"3818","Klay Thompson","Golden State Warriors","2/10/17",2016,1,11,40,"missed shot","Jump Shot","3PT Field Goal",22,"Memphis Grizzlies",227,-6,1
"3819","Klay Thompson","Golden State Warriors","2/10/17",2016,1,9,55,"missed shot","Jump Shot","3PT Field Goal",24,"Memphis Grizzlies",-130,213,3
"3820","Klay Thompson","Golden State Warriors","2/10/17",2016,1,10,20,"made shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",192,164,2
"3821","Klay Thompson","Golden State Warriors","2/10/17",2016,3,4,18,"made shot","Jump Shot","2PT Field Goal",10,"Memphis Grizzlies",35,100,32
"3822","Klay Thompson","Golden State Warriors","2/10/17",2016,4,7,50,"made shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",173,190,41
"3823","Klay Thompson","Golden State Warriors","2/10/17",2016,2,11,31,"missed shot","Jump Shot","3PT Field Goal",23,"Memphis Grizzlies",236,26,13
"3824","Klay Thompson","Golden State Warriors","2/10/17",2016,1,10,42,"made shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",146,210,2
"3825","Klay Thompson","Golden State Warriors","2/10/17",2016,4,3,6,"missed shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-63,247,45
"3826","Klay Thompson","Golden State Warriors","2/10/17",2016,2,7,3,"made shot","Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",204,36,17
"3827","Klay Thompson","Golden State Warriors","2/10/17",2016,4,9,8,"missed shot","Jump Shot","2PT Field Goal",21,"Memphis Grizzlies",127,178,39
"3828","Klay Thompson","Golden State Warriors","2/10/17",2016,4,11,8,"made shot","Jump Shot","3PT Field Goal",27,"Memphis Grizzlies",110,247,37
"3829","Klay Thompson","Golden State Warriors","2/10/17",2016,2,8,52,"missed shot","Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",123,170,16
"3830","Klay Thompson","Golden State Warriors","2/10/17",2016,3,8,18,"missed shot","Jump Shot","3PT Field Goal",23,"Memphis Grizzlies",233,-11,28
"3831","Klay Thompson","Golden State Warriors","3/18/17",2016,2,7,17,"made shot","Jump Shot","2PT Field Goal",14,"Milwaukee Bucks",132,62,17
"3832","Klay Thompson","Golden State Warriors","3/18/17",2016,4,8,42,"missed shot","Jump Shot","2PT Field Goal",16,"Milwaukee Bucks",-119,120,40
"3833","Klay Thompson","Golden State Warriors","3/18/17",2016,2,8,5,"missed shot","Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",91,232,16
"3834","Klay Thompson","Golden State Warriors","3/18/17",2016,3,7,7,"missed shot","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",191,164,29
"3835","Klay Thompson","Golden State Warriors","3/24/17",2016,4,9,32,"missed shot","Jump Shot","2PT Field Goal",13,"Sacramento Kings",-47,124,39
"3836","Klay Thompson","Golden State Warriors","3/24/17",2016,3,8,47,"missed shot","Jump Shot","2PT Field Goal",22,"Sacramento Kings",197,115,28
"3837","Klay Thompson","Golden State Warriors","3/24/17",2016,3,11,43,"missed shot","Jump Shot","2PT Field Goal",19,"Sacramento Kings",89,178,25
"3838","Klay Thompson","Golden State Warriors","3/24/17",2016,1,5,9,"missed shot","Jump Shot","3PT Field Goal",27,"Sacramento Kings",-7,277,7
"3839","Klay Thompson","Golden State Warriors","3/24/17",2016,2,1,19,"missed shot","Jump Shot","3PT Field Goal",26,"Sacramento Kings",194,178,23
"3840","Klay Thompson","Golden State Warriors","3/24/17",2016,3,6,53,"missed shot","Jump Shot","3PT Field Goal",24,"Sacramento Kings",177,175,30
"3841","Klay Thompson","Golden State Warriors","3/24/17",2016,2,8,7,"missed shot","Jump Shot","3PT Field Goal",24,"Sacramento Kings",-149,199,16
"3842","Klay Thompson","Golden State Warriors","3/24/17",2016,4,11,15,"missed shot","Jump Shot","2PT Field Goal",13,"Sacramento Kings",-61,115,37
"3843","Klay Thompson","Golden State Warriors","3/24/17",2016,3,8,1,"missed shot","Jump Shot","2PT Field Goal",4,"Sacramento Kings",-14,38,28
"3844","Klay Thompson","Golden State Warriors","3/24/17",2016,2,11,4,"missed shot","Jump Shot","2PT Field Goal",17,"Sacramento Kings",102,146,13
"3845","Klay Thompson","Golden State Warriors","3/31/17",2016,4,10,16,"made shot","Jump Shot","3PT Field Goal",23,"Houston Rockets",-232,56,38
"3846","Klay Thompson","Golden State Warriors","3/31/17",2016,4,8,47,"missed shot","Jump Shot","3PT Field Goal",30,"Houston Rockets",-74,296,40
"3847","Klay Thompson","Golden State Warriors","3/31/17",2016,1,0,4,"missed shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",145,208,12
"3848","Klay Thompson","Golden State Warriors","3/31/17",2016,1,6,43,"missed shot","Jump Shot","3PT Field Goal",26,"Houston Rockets",81,257,6
"3849","Klay Thompson","Golden State Warriors","3/31/17",2016,2,6,0,"missed shot","Jump Shot","2PT Field Goal",11,"Houston Rockets",97,70,18
"3850","Klay Thompson","Golden State Warriors","3/31/17",2016,1,9,11,"missed shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",-240,-11,3
"3851","Klay Thompson","Golden State Warriors","3/31/17",2016,2,10,55,"missed shot","Jump Shot","2PT Field Goal",18,"Houston Rockets",110,154,14
"3852","Klay Thompson","Golden State Warriors","3/31/17",2016,3,9,59,"made shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",141,210,27
"3853","Klay Thompson","Golden State Warriors","12/17/16",2016,1,3,53,"missed shot","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",94,247,9
"3854","Klay Thompson","Golden State Warriors","12/17/16",2016,3,8,13,"made shot","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",215,129,28
"3855","Klay Thompson","Golden State Warriors","11/19/16",2016,1,0,6,"missed shot","Jump Shot","2PT Field Goal",16,"Milwaukee Bucks",-168,0,12
"3856","Klay Thompson","Golden State Warriors","11/19/16",2016,3,10,25,"missed shot","Jump Shot","3PT Field Goal",29,"Milwaukee Bucks",-207,210,26
"3857","Klay Thompson","Golden State Warriors","11/19/16",2016,3,0,17,"made shot","Jump Shot","2PT Field Goal",12,"Milwaukee Bucks",120,-15,36
"3858","Klay Thompson","Golden State Warriors","11/19/16",2016,1,9,52,"missed shot","Jump Shot","2PT Field Goal",13,"Milwaukee Bucks",133,-26,3
"3859","Klay Thompson","Golden State Warriors","11/19/16",2016,3,5,10,"made shot","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",-230,115,31
"3860","Klay Thompson","Golden State Warriors","11/19/16",2016,2,2,58,"missed shot","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",220,131,22
"3861","Klay Thompson","Golden State Warriors","11/19/16",2016,3,9,47,"made shot","Jump Shot","3PT Field Goal",26,"Milwaukee Bucks",130,234,27
"3862","Klay Thompson","Golden State Warriors","11/19/16",2016,4,8,10,"made shot","Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",207,139,40
"3863","Klay Thompson","Golden State Warriors","11/19/16",2016,1,0,2,"missed shot","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",197,154,12
"3864","Klay Thompson","Golden State Warriors","11/19/16",2016,2,9,58,"missed shot","Jump Shot","2PT Field Goal",20,"Milwaukee Bucks",-135,149,15
"3865","Klay Thompson","Golden State Warriors","11/19/16",2016,3,6,18,"missed shot","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",101,237,30
"3866","Klay Thompson","Golden State Warriors","11/19/16",2016,1,9,7,"missed shot","Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",245,-1,3
"3867","Klay Thompson","Golden State Warriors","11/19/16",2016,3,7,11,"made shot","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",133,223,29
"3868","Klay Thompson","Golden State Warriors","11/19/16",2016,3,11,24,"made shot","Jump Shot","3PT Field Goal",26,"Milwaukee Bucks",96,242,25
"3869","Klay Thompson","Golden State Warriors","1/16/17",2016,4,8,42,"missed shot","Jump Shot","2PT Field Goal",14,"Cleveland Cavaliers",9,149,40
"3870","Klay Thompson","Golden State Warriors","1/16/17",2016,4,6,39,"made shot","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",112,234,42
"3871","Klay Thompson","Golden State Warriors","1/16/17",2016,1,9,20,"missed shot","Jump Shot","3PT Field Goal",26,"Cleveland Cavaliers",-191,183,3
"3872","Klay Thompson","Golden State Warriors","1/16/17",2016,2,3,31,"made shot","Jump Shot","3PT Field Goal",22,"Cleveland Cavaliers",-227,36,21
"3873","Klay Thompson","Golden State Warriors","1/16/17",2016,1,7,20,"missed shot","Jump Shot","2PT Field Goal",10,"Cleveland Cavaliers",69,82,5
"3874","Klay Thompson","Golden State Warriors","1/16/17",2016,1,6,28,"made shot","Jump Shot","2PT Field Goal",17,"Cleveland Cavaliers",128,126,6
"3875","Klay Thompson","Golden State Warriors","1/16/17",2016,3,11,8,"made shot","Jump Shot","3PT Field Goal",22,"Cleveland Cavaliers",227,11,25
"3876","Klay Thompson","Golden State Warriors","1/16/17",2016,3,10,4,"missed shot","Jump Shot","3PT Field Goal",24,"Cleveland Cavaliers",-237,56,26
"3877","Klay Thompson","Golden State Warriors","1/25/17",2016,2,6,5,"missed shot","Jump Shot","2PT Field Goal",14,"Charlotte Hornets",-99,111,18
"3878","Klay Thompson","Golden State Warriors","1/6/17",2016,3,6,2,"missed shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",220,129,30
"3879","Klay Thompson","Golden State Warriors","1/6/17",2016,1,8,6,"missed shot","Jump Shot","2PT Field Goal",5,"Memphis Grizzlies",1,51,4
"3880","Klay Thompson","Golden State Warriors","1/6/17",2016,1,8,2,"made shot","Jump Shot","2PT Field Goal",3,"Memphis Grizzlies",-19,31,4
"3881","Klay Thompson","Golden State Warriors","1/6/17",2016,1,11,15,"missed shot","Jump Shot","2PT Field Goal",3,"Memphis Grizzlies",27,28,1
"3882","Klay Thompson","Golden State Warriors","1/25/17",2016,4,9,1,"missed shot","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",63,232,39
"3883","Klay Thompson","Golden State Warriors","1/25/17",2016,1,11,41,"missed shot","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",164,183,1
"3884","Klay Thompson","Golden State Warriors","1/25/17",2016,3,5,49,"made shot","Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-205,146,31
"3885","Klay Thompson","Golden State Warriors","1/25/17",2016,2,7,20,"missed shot","Jump Shot","2PT Field Goal",19,"Charlotte Hornets",-138,141,17
"3886","Klay Thompson","Golden State Warriors","1/25/17",2016,2,8,50,"missed shot","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",87,229,16
"3887","Klay Thompson","Golden State Warriors","1/25/17",2016,3,10,37,"missed shot","Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-173,183,26
"3888","Klay Thompson","Golden State Warriors","1/25/17",2016,2,8,37,"made shot","Jump Shot","3PT Field Goal",23,"Charlotte Hornets",238,3,16
"3889","Klay Thompson","Golden State Warriors","1/25/17",2016,1,9,16,"missed shot","Jump Shot","2PT Field Goal",19,"Charlotte Hornets",-70,183,3
"3890","Klay Thompson","Golden State Warriors","1/25/17",2016,2,6,59,"missed shot","Jump Shot","3PT Field Goal",22,"Charlotte Hornets",227,26,18
"3891","Klay Thompson","Golden State Warriors","3/14/17",2016,2,6,24,"missed shot","Jump Shot","2PT Field Goal",15,"Philadelphia 76ers",-30,151,18
"3892","Klay Thompson","Golden State Warriors","3/14/17",2016,3,6,10,"missed shot","Jump Shot","2PT Field Goal",7,"Philadelphia 76ers",20,70,30
"3893","Klay Thompson","Golden State Warriors","3/14/17",2016,2,7,14,"made shot","Jump Shot","2PT Field Goal",12,"Philadelphia 76ers",87,85,17
"3894","Klay Thompson","Golden State Warriors","3/14/17",2016,2,0,6,"missed shot","Jump Shot","2PT Field Goal",16,"Philadelphia 76ers",107,124,24
"3895","Klay Thompson","Golden State Warriors","3/14/17",2016,3,2,5,"missed shot","Jump Shot","2PT Field Goal",18,"Philadelphia 76ers",153,101,34
